CNPJ,preco,cliente,UF,cidade,bairro
5368841000170,2583.4300000000003,MINI MERCADO FORTALEZA DO PARAISO LTDA - EPP,RJ,NOVA IGUACU,PARAISO
29768702000100,2584.92,VERONE DISTRIBUIDORA LTDA - EPP,RJ,MAGE,ANDORINHAS (SANTO ALEIXO)
10356337000190,2611.7299999999996,MERCEARIA MAGICA DE SANTA MARIA LTDA - ME,RJ,BELFORD ROXO,SANTA MARIA
39361142000110,2627.38,COMERCIAL GIMAR LTDA,ES,VITORIA,VILA RUBIM
2910082000137,2628.519999999999,SUPERMERCADO SANGRID LTDA - ME,ES,ITAPEMIRIM,ITAIPAVA
28452026000190,2643.019999999999,MERCADO 2 AMIGOS EIRELI ME,RJ,NITEROI,ENGENHOCA
11807527000149,2663.5999999999985,ACTS MERCEARIA E PADARIA LTDA.,RJ,MACAE,BALNEARIO LAGOMAR
8878246000172,2677.34,NF-E EMITIDA EM AMBIENTE DE HOMOLOGACAO - SEM VALOR FISCAL,RJ,RIO DAS OSTRAS,ANCORA
20818209000417,2692.7300000000023,SUPERMERCADO VANIA LTDA - EPP,MG,RESPLENDOR,CENTRO
22745194000197,2701.210000000001,SUPERMERCADO SAO LOURENCO DE MURIAE LTDA,MG,MURIAE,SAFIRA
23956228000155,2737.060000000001,KOLENDA KUNXHIU E CHACON RESTAURANTE LTDA,RJ,ARMACAO DOS BUZIOS,MANGUINHOS
30330328000137,2753.3299999999995,MERCADO CENTRAL ARARIBOIA LTDA,RJ,NITEROI,FONSECA
19789326000178,2773.82,D S PIMENTA PEIXARIA - ME,RJ,NOVA FRIBURGO,CONSELHEIRO PAULINO
26579272000181,2792.860000000001,SOUZA E BARREIRA COMERCIO LTDA ME,RJ,MACAE,PARQUE AEROPORTO
23891352000180,2841.5099999999998,SMR SUPERMERCADO EIRELI,RJ,MARICA,SAO JOSE DO IMBASSAI
1841072000124,2857.8,CORNELIA CLAUDIA HENRICHS CORRAL.,RJ,NOVA FRIBURGO,SALINAS
27857730000160,2869.2099999999996,RB FRUTAS E ALIMENTOS EIRELI,RJ,RIO BONITO,CENTRO
29070498000140,2869.22,RT SOLUCOES E SERVICOS LTDA,RJ,RIO BONITO,CENTRO
13002242000166,2944.3100000000004,COMERCIAL PEREIRAO LTDA.,MG,MURIAE,DORNELAS
14803772000257,2950.950000000001,W P MERCADO E PADARIA LTDA - ME,RJ,CABO FRIO,UNAMAR (TAMOIOS)
18164044000112,2984.1399999999994,SUPER PRADO COMERCIO DE ALIMENTOS EIRELI-EPP,RJ,PETROPOLIS,CORREAS
11569109000160,3011.829999999998,SUPERMERCADO DESCONTAO LTDA,RJ,ITABORAI,AMPLIACAO
7956785000110,3038.499999999999,MENDES DE ITAUNA COMERCIO DE ALIMENTOS LTDA,RJ,SAO GONCALO,ITAUNA
18750973000103,3081.520000000001,SUPERMERCADO PESSIN LTDA - ME.,ES,SAO GABRIEL DA PALHA,CENTRO
22777133000101,3105.4100000000003,A.D.BRASIL MINIMERCADO LTDA - ME,RJ,JAPERI,NOVA BELEM
17236817000166,3108.7199999999993,KALU SHOW GRILL COMERCIO DE CARNES E VARIEDADES EIRELI - ME,ES,SERRA,JARDIM ATLANTICO
27603931000130,3127.5500000000015,MERCADO DE TRAILERS DO PORTO DO ROSA LTDA - ME,RJ,SAO GONCALO,BOACU
68726017000164,3148.5399999999995,ITALMENARA COMERCIO DE CEREAIS LTDA,RJ,ITAPERUNA,PRES. COSTA E SILVA
27764313000172,3150.57,BAZAR TEM TUDO DO ITARARE EIRELI,RJ,RIO DE JANEIRO,RAMOS
28314669000177,3181.51,MERCADO CARIOQUEIRO EIRELI,RJ,CABO FRIO,AQUARIUS (TAMOIOS)
24687732000160,3200.2299999999987,MORENO E MONTEIRO MERCEARIA E PANIFICACAO LTDA - ME,RJ,RIO DAS OSTRAS,RECREIO
27010495000196,3269.8900000000003,MERCEARIA SERNOR DE ANCHIETA LTDA,RJ,RIO DE JANEIRO,ANCHIETA
14595187000128,3287.2299999999996,MERCEARIA BELA VISTA DE XEREM LTDA ME,RJ,DUQUE DE CAXIAS,XEREM
8242628000105,3309.7999999999997,M. ANTONIO SARAIVA-MERCEARIA E ACOUGUE LTDA,RJ,NOVA FRIBURGO,VARGINHA
35833649000178,3370.680000000001,MJV OLIVEIRA MERCEARIA E ABATEDOURO ME.,RJ,MACAE,AEROPORTO
29768702000525,3388.709999999999,VERONE DISTRIBUIDORA LTDA - EPP,RJ,GUAPIMIRIM,PARADA MODELO
11086038000145,3425.21,J DOS CHAGAS SILVA CEREAIS,RJ,SAO JOAO DA BARRA,PARQUE DAS FIGUEIRAS
13396399000113,3430.0,EMPORIUM IMPORTADORA E DIST DE ALIMENTOS LTDA,SP,ITAPECERICA DA SERRA,VILA GENI
10438370000592,3444.7799999999997,COMPRE MAIS AUTO SERVICO LTDA,RJ,NITEROI,MARAVISTA ITAIPU
10438370000320,3444.7799999999997,COMPRE MAIS AUTO SERVICO LTDA,RJ,SAO GONCALO,MIRIAMBI - RAUL VEIGA
10438370000673,3444.7799999999997,COMPRE MAIS AUTO SERVICO LTDA,RJ,NITEROI,SAPE
10438370001211,3444.7799999999997,COMPRE MAIS AUTO SERVICO LTDA,RJ,SAO GONCALO,VISTA ALEGRE
10438370000754,3444.7799999999997,COMPRE MAIS AUTO SERVICO LTDA,RJ,SAO GONCALO,SANTA LUZIA
10438370000169,3444.7799999999997,COMPRE MAIS AUTO SERVICO LTDA,RJ,SAO GONCALO,LARANJAL
10438370001130,3444.78,COMPRE MAIS AUTO SERVICO LTDA,RJ,ITABORAI,ITABORAI
10438370000240,3444.78,COMPRE MAIS AUTO SERVICO LTDA,RJ,ITABORAI,CENTRO
10438370000401,3444.78,COMPRE MAIS AUTO SERVICO LTDA,RJ,ITABORAI,JARDIM FLORESTA MANILHA
10438370000916,3444.78,COMPRE MAIS AUTO SERVICO LTDA,RJ,SAO GONCALO,VISTA ALEGRE
25079466000155,3473.540000000001,SUPERMERCADO QUALI PRECO DA MADRESSILVA EIRELI,RJ,SAQUAREMA,BACAXA
8450282000483,3521.19,DISTRIBUIDORA DE PRODUTOS ASA BRANCA LTDA.,RJ,GUAPIMIRIM,CENTRO
10438370001050,3528.379999999999,COMPRE MAIS AUTO SERVICO LTDA,RJ,ARARUAMA,CENTRO
5584565000187,3531.57,MERCEARIA E BAZAR ROCHA DE XEREM LTDA - ME.,RJ,DUQUE DE CAXIAS,XEREM
16554104000269,3533.9900000000002,MERCADO GUTI LTDA - ME,RJ,TERESOPOLIS,BONSUCESSO
29549995000126,3543.6700000000005,COMERCIAL PREFERIDO LTDA,RJ,TANGUA,CENTRO
12865202000185,3543.89,C N G COMERCIO VAREJISTA DE PROD ALIM LTDA,RJ,ARMACAO DOS BUZIOS,SEM BRACAS
4580896000186,3604.12,KIST E SILVA COMERCIO LTDA,RJ,ARRAIAL DO CABO,FIGUEIRA
30118426000105,3604.8300000000004,MERCEARIA LONGOS VALES LTDA.,RJ,NITEROI,BARRETO
18374709000201,3702.4699999999993,SOLAR SUPERMERCADO COMERCIO DE ALIMENTOS LTDA - ME,RJ,CABO FRIO,AQUARIUS (TAMOIOS)
26597455000120,3707.340000000001,HORTIFRUTI SACOLAO ASA LTDA ME,RJ,MACAE,PARQUE AEROPORTO
29768702000444,3714.18,VERONE DISTRIBUIDORA LTDA - EPP,RJ,GUAPIMIRIM,PAIOL
26425468000383,3733.4399999999996,MGF ATACAREJO LTDA,RJ,ITABORAI,CENTRO
14568548000732,3776.7299999999996,CLASSICO COMERCIO DE ALIMENTOS LTDA,RJ,ARMACAO DOS BUZIOS,RASA
8912225000126,3808.239999999999,DOIS B HZM COMERCIO DE ALIMENTOS LTDA ME,RJ,SAQUAREMA,PORTO DA ROCA
26434777000158,3837.2999999999984,TUTY BONY COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - EPP,RJ,ITABORAI,OUTEIRO DAS PEDRAS
28534402000357,3862.6400000000003,COMECIAL CEREAIS PRETTI LTDA.,ES,COLATINA,SAO SILVANO
22807060000153,3866.91,C O L RIO MERCADO EIRELI.,RJ,ITABORAI,NOVA CIDADE
15285120000150,3867.4199999999996,FRUTALHA DA TAQUARA COMERCIO DE FRUTAS LEGUMES LTDA.,RJ,RIO DE JANEIRO,TAQUARA
16417036000105,3907.959999999999,MERCEARIA BOAS COMPRAS DA CDD EIRELI ME,RJ,RIO DE JANEIRO,CIDADE DE DEUS
36305837000358,4036.7200000000007,SUPERMERCADO CELEIRO LTDA.,ES,SAO MATEUS,GURIRI
27883929000162,4040.0099999999993,S M CARVALHO MINI MERCADO BOM GOSTO EIRELI - ME,RJ,SAO GONCALO,ARSENAL
27456707000163,4043.5199999999986,J. A. DE OLIVEIRA PRODUTOS ALIMENTICIOS - ME,RJ,CAMPOS DOS GOYTACAZES,DONANA
17190802000104,4060.3699999999994,COMERCIAL MEDEIROS LTDA - ME,MG,RESPLENDOR,NOSSA SENHORA DE FATIMA
23571715000108,4146.6500000000015,C & R SUPERMERCADO ITABORAI LTDA EPP,RJ,ITABORAI,CENTRO
10914837000108,4188.179999999999,SUPERMERCADO PIO BORGES LTDA.,RJ,SAO GONCALO,PITA
12148067000157,4297.6,MERCADO PADRAO NOVA PARADA LTDA.,RJ,DUQUE DE CAXIAS,PARADA ANGELICA
23858485000154,4328.690000000002,EP MIX SUPERMERCADO EIRELI,RJ,SAO GONCALO,ENGENHO PEQUENO
12899412000194,4347.96,ORIENTE COMERCIO DE GENEROS ALIMENTICIOS EIRELI,RJ,ARARUAMA,AREAL
5229674000186,4353.8200000000015,MERCADO SUPREMO DE SAO MIGUEL LTDA,RJ,BOM JARDIM,SAO MIGUEL
73237570000173,4417.429999999999,J D MINI MERCADO CAMORIM LTDA,RJ,ANGRA DOS REIS,CAMORIM GRANDE
17437030000162,4419.780000000002,E M W ACOUGUE LTDA - ME,RJ,NOVA IGUACU,CABUCU
21431906000130,4451.4,THURLER E COSTA - COMERCIO DE GENEROS ALIMENTICIOS LTDA - ME,RJ,SANTA MARIA MADALENA,PARQUE ITAPORANGA
13107698000190,4465.3,RECREIO RIO DISTRIBUIDORA DE ALIMENTOS LTDA,RJ,RIO DE JANEIRO,IRAJA
6790215000130,4500.960000000002,PINHEIRO BRANCO MOTA DISTRIBUIDORA DE ALIMENTOS,RJ,MACAE,COSTA DO SOL
8882705000191,4503.719999999999,EMERG S GONCALO COM DIST GEN ALIM LTDA,RJ,SAO GONCALO,COLUBANDE
31759699000363,4533.709999999997,COMERCIAL DEVENS LTDA.,ES,ARACRUZ,CENTRO
20467389000197,4599.77,AR COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,RJ,ITAOCARA,JAGUAREMBE
2833741000189,4604.209999999998,ZUIL DE NITEROI COMERCIO E DISTRIBUIDORA LTDA - ME,RJ,SAO GONCALO,COLUBANDE
27833615001631,4609.050000000001,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,MARICA,CENTRO
25154767000104,4631.850000000002,SUPERMERCADO PHENIX DE PONTA NEGRA EIRELI,RJ,MARICA,GUARAPINA
31503576000286,4655.760000000002,B PEREIRA SILVA E SANTOS - COM DE PROD ALIM LTDA,RJ,SAO FIDELIS,VILA COROADOS
20467389000278,4681.710000000001,AR COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.,RJ,ITAOCARA,CAXIAS
19184291000143,4794.860000000003,MERCADO RENASCER DA CARVALHO RAMOS LTDA,RJ,RIO DE JANEIRO,INHOAIBA/ CAMPO GRANDE
6953093000155,4819.010000000002,M L M COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,SAQUAREMA,BACAXA
16782151000189,4852.669999999999,SPR COM DE PRODUTOS ALIMENTICIOS EIRELI,RJ,NOVA FRIBURGO,PERISSE
19347801000156,4864.090000000004,SUPERMIX ATACADISTA E VAREJISTA DE GENEROS ALIMENTICIOS LTDA,RJ,MARICA,ITAPEBA
7612579000273,4890.0,JTC DISTRIBUIDORA LTDA,SP,SAO PAULO,BRAS
12024521000168,4946.809999999999,SUPERMERCADO MASTER 2010 LTDA,RJ,SAO GONCALO,SANTA LUZIA
39690284000120,4993.86,KATIA BACELLAR OLIVE MARINS ME,RJ,MACAE,AROEIRA
4056522000166,5036.049999999997,JADERSON DE OLIVEIRA GONCALVES - ME,RJ,SAO JOAO DA BARRA,ATAFONA
12593698000185,5100.449999999999,S R 7 MINIMERCADO LTDA - ME,RJ,MARICA,CORDEIRINHO (PONTA NEGRA)
15655279000119,5178.3099999999995,UNIDOS GB PRODUTOS ALIMENTICIOS LTDA,RJ,SAO GONCALO,GALO BRANCO
13673828000152,5191.809999999998,SUPERMERCADO MASTER 2011 LTDA,RJ,SAO GONCALO,MUTUA
14326580000116,5225.79,NF-E EMITIDA EM AMBIENTE DE HOMOLOGACAO - SEM VALOR FISCAL,RJ,TERESOPOLIS,VARGEM GRANDE
32058729000105,5233.039999999999,MINI MERCADO ESPERANCA DO VILLAGE LTDA ME,RJ,ANGRA DOS REIS,JACUECANGA
24793400000160,5235.960000000002,VAREJO TOTAL COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,ARARUAMA,VILA CAPRI
10578244000290,5278.929999999999,GP INDUSTRIA  SERVICOS E COMERCIO DE ALIMENTOS LTDA,RJ,SAO GONCALO,ALCANTARA
25278609000158,5290.66,HORTIFRUTI NOVA SAFRA DE SAO GONCALO EIRELI - ME,RJ,SAO GONCALO,CENTRO
11391329000147,5291.19,AMIGOS DE TANGUA MINIMERCADO LTDA,RJ,TANGUA,CENTRO
5131337000151,5345.179999999997,MERCADO BELEM DE TERESOPOLIS LTDA.,RJ,TERESOPOLIS,MEUDON
13115975000107,5409.189999999999,C & R SUPERMERCADO SAMPAIO CORREA LTDA - ME,RJ,SAQUAREMA,SAMPAIO CORREA
7253907000101,5456.299999999997,MERCEARIA VIMARKET LTDA,RJ,MARICA,ITAIPUACU
23105401000101,5507.229999999998,SUPERMERCADO MASTER 2015 LTDA,RJ,NITEROI,BARRETO
12434859000350,5585.739999999997,DISTRIBUIDORA DE ALIMENTOS QUEIROZ LTDA,RJ,CABO FRIO,SAO CRISTOVAO
10578244000371,5616.949999999997,GP INDUSTRIA  SERVICOS E COMERCIO DE ALIMENTOS LTDA,RJ,SAO GONCALO,BARRO VERMELHO
13445418000154,5631.329999999998,SUPERMERCADO SAO SEBASTIAO DE PORCIUNCULA LTDA.,RJ,PORCIUNCULA,CENTRO
39245592000147,5647.22,ARARA DE ARARUAMA COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,ARARUAMA,CENTRO
28044530000150,5706.03,974 DA LOBO MERCADO EIRELI - ME,RJ,RIO DE JANEIRO,PENHA CIRCULAR
25311480000132,5711.710000000001,CONTROLE COMERCIO DE ALIMENTOS LTDA,RJ,RIO DAS OSTRAS,CIDADE PRAIANA
2549492000102,5727.000000000004,FERRARI COMERCIO DE ALIMENTOS LTDA - ME.,ES,COLATINA,COLUMBIA
17465134000180,5749.45,PLUS CARNES ALIMENTOS LTDA,RJ,SAO GONCALO,PARAISO
5164703000500,5783.27,BAZAR ECCARD DE SOUZA LTDA,RJ,SAO JOSE DE UBA,CENTRO
27285030000148,5796.070000000001,MARIA JOSE MAIN LUCAS.,ES,COLATINA,CENTRO
12769662000100,5822.09,DISTRIBUIDORA E COMERCIO DE FRIOS CABO FRIO TROPICAL LTDA,RJ,CABO FRIO,SAO CRISTOVAO
3807466000191,5831.680000000001,AUTO SERVICO NACIONAL LTDA.,ES,CARIACICA,SANTANA
18672533000185,5900.929999999999,UNIDOS DE ITAUNA PRODUTOS ALIMENTICIOS LTDA,RJ,SAO GONCALO,ITAUNA
19964194000173,5979.5,COMERCIO DE CARNES E DERIVADOS JCA LTDA.,RJ,ITAGUAI,CENTRO
24341188000108,6026.92,SOBERANA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA.,RJ,SAO GONCALO,MUTONDO
9622180000118,6103.860000000002,KINKAS COMERCIO VAREJISTA LTDA.,ES,ARACRUZ,VILA NOVA
7359966000169,6141.0099999999975,SO OFERTAS SUPERMERCADO LTDA,RJ,MACAE,CENTRO
2084223000100,6173.720000000001,SO OFERTAS COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,CABO FRIO,CENTRO
3572400000321,6176.209999999999,VITORIA REGIA ALIMENTOS LTDA,RJ,RIO DAS OSTRAS,PARQUE ZABULAO
25115579000169,6204.239999999997,MCS DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS EIRELI - ME,RJ,SAO GONCALO,COLUBANDE
8343578000152,6238.040000000003,LUMIAR DE CAMPOS COMERCIAL DE ALIMENTOS LTDA - ME,RJ,CAMPOS DOS GOYTACAZES,PARQUE ELDORADO
381613000116,6249.46,JOAQUIM GRECHI ME.,ES,NOVA VENECIA,RUBIA
1829249000177,6282.38,CEREAIS MARREQUINHO DE NOVA CAMPINAS LTDA.,RJ,DUQUE DE CAXIAS,NOVA CAMPINAS
20402775000109,6292.720000000001,A V S DE ITABORAI MERCEARIA EIRELI - ME.,RJ,ITABORAI,JOAO CAETANO (ITAMBI)
31466253000189,6389.140000000001,AUTO SERVICO IDEAL LTDA.,ES,FUNDAO,CENTRO
11857211000161,6558.360000000003,HORTI FRUTIX JARDIM CAMBURI EIRELI - ME,ES,VITORIA,JARDIM CAMBURI
11062927000172,6574.919999999998,M.M.& FILHOS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.,RJ,NITEROI,SANTA ROSA
4371905000129,6596.170000000005,COMERCIAL JOAO LUIZ FRIZZERA LTDA,MG,AIMORES,CENTRO
7539322000233,6616.21,GREEN FRUIT NOVO MILENIO HORTIFRUTIGRANJEIROS LTDA,RJ,TERESOPOLIS,VARZEA
40404683000167,6623.819999999998,MINI MERCADO EBENEZES LTDA ME,RJ,RIO BONITO,BOA ESPERANCA
1006952000185,6641.139999999995,MERCADINHO LEICAR LTDA,RJ,ITABORAI,RIO VARZEA
8450282000726,6671.980000000001,DISTRIBUIDORA DE PRODUTOS ASA BRANCA LTDA,RJ,ARARUAMA,CENTRO
17386414000101,6750.389999999998,JM LISAMAR SUPERMERCADO LTDA,RJ,MANGARATIBA,CONCEICAO DE JACAREI
7070684000147,6857.11,LEPAGUS COMERCIO DE CEREAIS LTDA.,MG,MURIAE,PORTO
27471387000110,6985.999999999997,ACOUGUE VITORIA PRIME PRODUTOS ALIMENTICIOS LTDA,RJ,SAO JOAO DE MERITI,CENTRO
14234958000151,7010.250000000001,CITY CARNES MERCEARIA E LANCHONETE LTDA - ME,RJ,MAGE,PIABETA
7384953000140,7033.550000000001,PORTAL DO EDEN COMERCIAL ALIM LTDA,RJ,RIO DE JANEIRO,IRAJA
11447841000168,7231.130000000003,OK GENEROS ALIMENTICIOS LTDA.,RJ,SAO GONCALO,CAMARAO
8995681000187,7307.009999999998,ALS DE INOA MERCEARIA LTDA,RJ,MARICA,INOA
5426493000140,7374.9400000000005,POLICO COMERCIAL DE ALIMENTOS LTDA,SP,SAO PAULO,VILA BUTANTA
20432939000132,7435.869999999995,TOPAZIO ALIMENTOS LTDA ME.,RJ,ARMACAO DOS BUZIOS,CENTRO
22918167000411,7465.320000000001,UNIDOS SUPERMERCADOS LTDA.,RJ,SAO GONCALO,GALO BRANCO
3176931000133,7705.3399999999965,NAHIDE MERCEARIA LTDA,RJ,BELFORD ROXO,VIA PAULINA
2898691000118,7840.89,SUPERMERCADO OLIVEIRA LTDA ME,RJ,APERIBE,CENTRO
27050947000597,7978.699999999996,SUPERMERCADO ECONOMICO DE CABO FRIO LTDA,RJ,ARMACAO DOS BUZIOS,CENTRO
4007859000183,8000.0,WS DA SILVA PLASTICOS EIRELI,SP,BARUERI,CHACARA MARCO
13720747000166,8018.850000000003,MINI MERCADO SOFIA E JULIA LTDA.,RJ,SAO GONCALO,VILA CANDOZA
22918167000500,8109.379999999999,UNIDOS SUPERMERCADOS LTDA.-,RJ,SAO GONCALO,BOA VISTA
27350851000110,8136.269999999993,LIMA E TRIGUEIRO COMERCIAL LTDA - ME,RJ,RIO DAS OSTRAS,COSTAZUL
7970113000169,8166.229999999999,SO OFERTAS BUZIOS SUPERMERCADOS LTDA,RJ,ARMACAO DOS BUZIOS,MANGUINHOS
11820069000188,8173.649999999999,J PINTO COMERCIO DE ALIMENTOS LTDA,RJ,NOVA FRIBURGO,SAO GERALDO
19190781000152,8189.769999999995,AUTO SERVICO BORGES CAPIXABA LTDA,ES,BOM JESUS DO NORTE,SAO SEBASTIAO
5490561000130,8210.170000000004,M A J COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,SAO PEDRO DA ALDEIA,CENTRO
36472215000152,8349.840000000004,ACOUGUE E MERCEARIA UNIAO DE MESQUITA LTDA - ME,RJ,MESQUITA,SANTA TEREZINHA
28070379000125,8402.900000000005,GRM - MINIMERCADO DAS CARNES - EIRELI,RJ,SAO GONCALO,AMENDOEIRA
22597158000123,8455.879999999997,CITY CARNES SANTA CRUZ DA SERRA MERCEARIA E LANCHONETE LTDA.,RJ,DUQUE DE CAXIAS,VILA SANTA CRUZ
10575417000136,8589.070000000002,SUPERMERCADO LUCAS FORTE LTDA ME,RJ,ANGRA DOS REIS,VILLAGE
25154767000287,8676.970000000001,SUPERMERCADO PHENIX DE PONTA NEGRA EIRELI - EPP,RJ,MARICA,ARACATIBA
10598245000116,8679.22,MEGA BARRA SUPERMERCADOS LTDA - ME,MG,MURIAE,BARRA
17712968000143,8790.819999999996,ITAUNA COMERCIO DE CARNES LTDA,RJ,SAO GONCALO,PARAISO
36398790000152,8852.890000000001,SUPERMERCADO DE NADAI LTDA.,ES,SAO GABRIEL DA PALHA,CENTRO
8681707000112,8859.61,MINI MERCADO TRADICAO DA PAULISTA LTDA ME.,RJ,DUQUE DE CAXIAS,PARQUE PAULISTA
17814749000175,8919.020000000004,SUPER MASTER LANCHONETE E MERCEARIA EIRELI - ME,RJ,SAO JOAO DA BARRA,CENTRO
21786968000165,8991.829999999998,MERCADO POPULAR DO JARDIM ANHANGA EIRELI,RJ,DUQUE DE CAXIAS,JARDIM ANHANGA
5901292000157,9030.590000000002,UNICAM DE CAMBUCI GENEROS ALIMENTICIOS LTDA ME,RJ,CAMBUCI,FLORESTA
36570216000130,9159.540000000003,SUPERMERCADO BETO CEREAIS DE VARRE - SAI LTDA,RJ,VARRE-SAI,CENTRO
834279000109,9239.939999999997,SUPERMERCADOS TIO DONGO LTDA EPP,RJ,NOVA FRIBURGO,CONSELHEIRO PAULINO
13390177000193,9353.33999999999,A A M T MERCADO PESSEGUEIROS LTDA ME.,RJ,TERESOPOLIS,PESSEGUEIROS
12949057000110,9362.079999999998,MIRIAM PAES DOS SANTOS-ME,RJ,SAO FRANCISCO DE ITABAPOANA,CENTRO
8455029000170,9366.840000000011,COSTA COMPACTO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA - EPP,RJ,MACAE,CENTRO
814123000166,9583.199999999999,FERSANPLASTI COMERCIO DE EMBALAGENS LTDA,RJ,ANGRA DOS REIS,CENTRO
4129887000173,9691.669999999995,N G A MERCADO LTDA - EPP.,RJ,CABO FRIO,JARDIM ESPERANCA
13326139000171,9729.560000000001,MERCEARIA NOVA ITABORAI LTDA,RJ,ITABORAI,AMPLIACAO
27833615001550,9803.439999999999,PRINCESA AUTO SERVICO DE COMESTIVEIS LTDA,RJ,MARICA,CENTRO
834279000290,9947.07,SUPERMERCADOS TIO DONGO LTDA EPP,RJ,NOVA FRIBURGO,CONSELHEIRO PAULINO
11699310000162,10139.939999999995,BOM DEPOSITO MERCADO LTDA - EPP,RJ,SAO GONCALO,ARSENAL
15541880000180,10154.500000000005,MERCEARIA 5 ESTRELAS LTDA - EPP,RJ,SAO GONCALO,JARDIM CATARINA
22918167000250,10427.580000000004,UNIDOS SUPERMERCADOS LTDA ,RJ,SAO GONCALO,ITAUNA
31970429000135,10569.450000000008,MERCEARIA DO SASSARICO LTDA - ME,RJ,NOVA IGUACU,ANDRADE DE ARAUJO
2616090000175,10663.820000000007,MAX ONE SUPERMERCADO LTDA,RJ,CABO FRIO,JACARE
28581627000100,10788.34,SUPERMERCADO PEPAO LTDA.,RJ,SAO GONCALO,COLUBANDE
22918167000683,10932.140000000005,UNIDOS SUPERMERCADOS LTDA,RJ,SAO GONCALO,BOACU
15246756000192,10963.599999999997,LOBO CEREALISTA LTDA - EPP,RJ,SAO GONCALO,COLUBANDE
16554104000188,10974.330000000002,MERCADO GUTI LTDA ME.,RJ,TERESOPOLIS,SAO PEDRO
22918167000179,10993.16,UNIDOS SUPERMERCADOS LTDA;,RJ,SAO GONCALO,ITAUNA
3479374000120,11056.26000000001,JEOVANI COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,RIO DAS OSTRAS,JARDIM CAMPOMAR
15872124000134,11271.640000000007,K. R. M. SOBRINHO COMERCIO EIRELI,RJ,CAMPOS DOS GOYTACAZES,CUSTODOPOLIS
11876791000134,11378.520000000008,MERCADO JK MACHADO LTDA,RJ,SAO GONCALO,JARDIM CATARINA
19863306000108,11395.189999999999,MINI MERCADO MOTIVA LTDA - EPP,RJ,MACAE,VISCONDE DE ARAUJO
26414785000132,11716.299999999997,E R GOMES E MENDES MERCEARIA LTDA.,RJ,RIO DAS OSTRAS,JARDIM MARILEA
3572400000240,11833.439999999999,VITORIA REGIA ALIMENTOS LTDA,RJ,RIO DAS OSTRAS,VILLAGE RIO DAS OSTRAS
6953093000236,11863.090000000015,M J M COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,ARARUAMA,VILA CAPRI
803210000118,11911.609999999991,MARCELAO INDUSTRIA E COMERCIO DE CEREAIS LTDA,RJ,CASIMIRO DE ABREU,CENTRO
16787097000164,11915.510000000015,V.S.F. MERCADO DE VILA DE CAVA EIRELI - ME,RJ,NOVA IGUACU,ENGENHEIRO ROCHA FREIRE
26494046000106,11991.449999999992,AURA MERCEARIA EIRELI - ME,RJ,MAGE,PICO (SANTO ALEIXO)
1448324000150,12351.620000000008,M J COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,ARRAIAL DO CABO,CENTRO
39621479000208,12374.580000000004,DOIS AMIGOS ATACADO E VAREJO LTDA.,ES,COLATINA,SAO SILVANO
8689466000158,12492.970000000005,M F M BARROS GENEROS ALIMENTICIOS,RJ,CABO FRIO,JARDIM ESPERANCA
9722020000140,12499.499999999995,WOXITON LUIZ MELO SIMOES,RJ,MACAE,BARRA DE MACAE
3494756000122,12516.110000000002,VIEIRA E CUNHA LTDA ME.,RJ,SAO GONCALO,CENTRO
5234808000157,12588.05000000001,IGUABA COMERCIO DE GENEROS ALIMENTICIOS LTDA,RJ,IGUABA GRANDE,CENTRO
7539322000152,12594.92,GREEN FRUIT NOVO MILENIO HORTIFRUTIGRANJEIROS LTDA,RJ,CABO FRIO,PARQUE RIVIERA
32018491000194,12696.910000000002,ALIMINAS ALIMENTACAO INDUSTRIAL LTDA,RJ,MACAE,NOVO CAVALEIROS
4795044000106,12820.140000000005,SORETO MERCEARIA LTDA,RJ,CAMPOS DOS GOYTACAZES,PARQUE ALVORADA
10393316000144,12976.050000000007,ABREU SUPERMERCADO LTDA,RJ,CAMPOS DOS GOYTACAZES,IPS
4904985000211,13182.699999999999,F C ALVARENGA PRODUTOS ALIMENTICIOS LTDA,RJ,SAO FIDELIS,JONAS ALMEIDA SILVA
5486954000170,13269.600000000006,LE MARCHE ALIMENTOS LTDA,RJ,CABO FRIO,JARDIM ESPERANCA
32336794001399,13514.44,SUPERMERCADO FLUMINENSE DE ITAPERUNA LTDA,RJ,SAO FIDELIS,SAO VICENTE DE PAULO
26770002000153,13744.990000000009,MERCADO NV GUIMARAES LTDA - EPP,RJ,CABO FRIO,SAO CRISTOVAO
