CNPJ,preco,cliente,UF,cidade,bairro
23896646000102,446.10000000000014,MJC MERCEARIA E ACOUGUE LTDA EPP,RJ,MACAE,LAGOMAR
7028165000110,446.3399999999999,CORTES E RAMOS MERCADINHO LTDA. - ME,RJ,SAO FIDELIS,ANGELIM
7879508000150,450.29,M M DE FRAGOSO COMESTIVEIS LTDA,RJ,MAGE,FRAGOSO
21390936000146,454.26000000000005,SUPERMERCADO FLAMEL LTDA - EPP.,ES,SANTA TERESA,DOIS PINHEIROS
5131160000193,456.0,MINI-MERCADO VILA URASSAI EIRELI,RJ,DUQUE DE CAXIAS,VILA URUSSAI
15834741000145,467.73,VERDE FACIL COMERCIO DE ALIMENTOS LTDA,RJ,SAO PEDRO DA ALDEIA,CENTRO
5971368000110,468.0,ROBERTO CARLOS PESSIN - ME.,ES,SAO GABRIEL DA PALHA,CENTRO
10258873000233,468.75,SOLUCAO INGREDIENTES INDUSTRIAIS LTDA ME,PR,CURITIBA,CAMPO COMPRIDO
33009911025395,470.43000000000006,SOUZA CRUZ LTDA,RJ,DUQUE DE CAXIAS,JARDIM GRAMACHO
5813544000196,470.86,FIALHO E CYPRIANO SUPERMERCADO LTDA - ME,ES,PIUMA,ITAPUTANGA
12078803000148,471.27,SUPERMERCADO UNIAO LTDA.,ES,ITAGUACU,CENTRO
13537908000261,476.79999999999995,MERCADO E PADARIA L M LOUZADA LTDA,RJ,CABO FRIO,JARDIM PERO
16559614000148,482.4,SOBERANO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,RJ,SAO GONCALO,GRADIM
8455561000197,482.94000000000005,P E S RANGEL HORTIFRUTI - ME,ES,MARATAIZES,BARRA DE ITAPEMIRIM
27903872000116,487.54999999999995,W GOMES DE ALMEIDA HORTIFRUTI E MERCADO - ME,RJ,MACAE,GLORIA
10254507000125,494.2200000000001,ADRIANA F GONCALVES PADARIA ME,RJ,CABO FRIO,AQUARIOS
22703079000150,500.44,L DOS SANTOS MARTINS AVIARIO,RJ,NOVA IGUACU,ROSA DOS VENTOS
5956059000171,519.6899999999999,ACOUGUE FIEL DO BOTANICO EIRELI,RJ,SAO JOAO DE MERITI,JARDIM BOTANICO
19657976000160,521.2,RENDE PACAS COMERCIO DE ALIMENTOS LTDA ME,RJ,CABO FRIO,UNAMAR
23765450000170,538.11,MERCADO BOM PRECO COM VAREJ DE MERC EM GERAL LTDA ME,RJ,NOVA FRIBURGO,TERCEIRO
9435241000138,554.04,L.C. LEAL MERCEARIA - ME,ES,ITAPEMIRIM,CENTRO.
10600073000178,556.1400000000001,IMPACTO MASSAS E GENEROS ALIMENTICIOS LTDA,RJ,ARARUAMA,VILA CANAA
31469067000101,564.4399999999999,ELIO GARCIA MARVILLA FILHO - ME,ES,PIUMA,UNIAO
27267673000169,574.8,SUPERMERCADO JOAO NEIVA LTDA - EPP,ES,JOAO NEIVA,CENTRO
8505159000170,578.27,MERCEARIA SILVEIRA EUGENOPOLIS LTDA,MG,EUGENOPOLIS,CENTRO
20815576000114,593.8600000000004,M L ZIELINSKI LANCHONETE E CONVENIENCIA,RJ,MACAE,SOL E MAR
27995546000186,598.0799999999998,AC CUSTODIO FILHO COMERCIO - ME,RJ,ARARUAMA,BURACO DO PAU
4048163000103,600.8399999999999,CAMPOS CEREAIS LTDA,ES,CACHOEIRO DE ITAPEMIRIM,SANTA HELENA
4628804000190,602.0,COMERCIAL L.C.T. LTDA - EPP.,ES,SAO MATEUS,GURIRI
16581132000194,607.0300000000001,LF MERCADO LTDA,RJ,MANGARATIBA,CONCEICAO DE JACAREI
27742988000200,611.53,SUPERMERCADOS TAKY EIRELI,RJ,DUQUE DE CAXIAS,JARDIM GRAMACHO
15549411000108,620.43,CASA DO HAMBURGUER DE TERESOPOLIS LTDA ME,RJ,TERESOPOLIS,SAO PEDRO
3675450000172,622.81,PROMESSAS MERCEARIA E ACOUGUE LTDA ME,RJ,SAO PEDRO DA ALDEIA,BALNEARIO
11299726000193,633.5299999999999,SUPERMERCADO SANTA FE LTDA-ME.,ES,MANTENOPOLIS,CENTRO
35956606000180,639.3800000000001,MARINA MELLO NUNES - ME,ES,SERRA,CONJ HELIO FERRAZ
19844685000180,640.8599999999999,JOSE RONALDO DE SOUSA LIMA 02559386160,RJ,MACAE,IMBURO
11345696000104,655.0999999999999,ACOUGUE & AVIARIO REBECA OLIVEIRA LTDA ME,RJ,DUQUE DE CAXIAS,ILA SANTA CRUZ
23740305000135,664.83,SUPERMERCADO DAMITEX LTDA,RJ,RIO DE JANEIRO,TURIACU
9190998000109,668.0,SUPERMERCADO PAGANINI LTDA,ES,ANCHIETA,OLIVEIRA
4600156000164,694.2800000000001,FONTE DA ESPERANCA DE ITACURUCA COM E SERV EIRELI - ME,RJ,MANGARATIBA,ITACURUCA
9912142000108,703.04,LUCIO LAURINDO AGRIZZI - EPP,ES,COLATINA,MARIA DAS GRACAS
7394215000183,704.52,GILVERLAN BARBOSA SOUTO EPP,BA,NOVA VICOSA,VICOSA
36460970000389,713.9499999999999,LUANE DO PARQUE COLUMBIA MERCADO LTDA,RJ,DUQUE DE CAXIAS,CHACARAS ARCAMPO
12141181000155,714.31,ELVIS FRED MARTINS DA COSTA - ME,RJ,MESQUITA,CENTRO
39379011000160,714.8800000000001,SUPERMERCADO RAQUEL LTDA - ME,ES,CACHOEIRO DE ITAPEMIRIM,RUI PINTO BANDEIRA
28504271000101,725.1999999999999,KENIA G.M. DA SILVA - ACOUGUE - ME,RJ,SAO JOAO DE MERITI,AGOSTINHO PORTO
5466796000196,738.36,SUPERMERCADO MARETTO EIRELLI - EPP.,ES,VIANA,MARCILIO DE NORONHA
12426762000133,747.3199999999999,REI DO FEIJAO LTDA ME,RJ,RIO DE JANEIRO,GUARATIBA
